schema_version,experiment,scheme,traffic_pattern,run_id,flow_id,source_tor,source_server,destination_tor,destination_server,path_type,size_bytes,received_bytes,start_time_s,completion_time_s,fct_s,completed
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,175,3,15,2,0,optical-direct,20000,20000,0.056139096,0.05899326,0.002854164,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,176,2,0,3,1,optical-direct,20000,20000,0.056966507,0.059593169,0.002626662,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,177,0,1,1,2,optical-direct,20000,20000,0.057173234,0.059329961,0.002156727,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,178,3,2,2,3,optical-direct,20000,20000,0.057220524,0.06081342,0.003592896,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,179,3,3,2,4,optical-direct,20000,20000,0.057702173,0.06185262,0.004150447,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,180,2,4,3,5,optical-direct,20000,20000,0.057781902,0.06035806,0.002576158,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,181,0,5,1,6,optical-direct,20000,20000,0.057807622,0.061132193,0.003324571,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,182,3,6,2,7,optical-direct,20000,20000,0.05784105,0.06105374,0.00321269,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,183,0,7,2,8,optical-direct,20000,20000,0.057900044,0.060353113,0.002453069,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,184,2,8,3,9,optical-direct,20000,20000,0.058046969,0.060250809,0.00220384,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,185,1,9,0,10,optical-direct,20000,20000,0.058080356,0.060976473,0.002896117,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,186,0,10,1,11,optical-direct,20000,20000,0.058131897,0.060598873,0.002466976,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,187,0,11,3,12,optical-direct,20000,20000,0.059023175,0.061524775,0.0025016,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,188,3,12,2,13,optical-direct,20000,20000,0.059309642,0.061687335,0.002377693,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,189,2,13,3,14,optical-direct,20000,20000,0.059919764,0.0622585,0.002338736,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,190,0,14,1,15,optical-direct,20000,20000,0.060245192,0.06442362,0.004178428,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,191,3,15,2,0,optical-direct,20000,20000,0.060375968,0.06617998,0.005804012,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,192,0,0,1,1,optical-direct,20000,20000,0.060809966,0.06445786,0.003647894,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,193,3,1,2,2,optical-direct,20000,20000,0.061056528,0.06611502,0.005058492,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,194,3,2,1,3,optical-direct,20000,20000,0.061501489,0.06452078,0.003019291,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,195,1,3,0,4,optical-direct,20000,20000,0.061561759,0.0667859,0.005224141,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,196,1,4,0,5,optical-direct,20000,20000,0.061949005,0.06793598,0.005986975,true
